id,name,priceUsd,date_time,key_id_date_time
bitcoin,Bitcoin,61255.21260245077,2024-09-18 23:50:40,bitcoin|2024-09-18 23:50:40
ethereum,Ethereum,2356.8723166667205,2024-09-18 23:50:40,ethereum|2024-09-18 23:50:40
tether,Tether,1.0009176086567222,2024-09-18 23:50:40,tether|2024-09-18 23:50:40
binance-coin,BNB,557.6507238679229,2024-09-18 23:50:40,binance-coin|2024-09-18 23:50:40
solana,Solana,133.0354175267073,2024-09-18 23:50:40,solana|2024-09-18 23:50:40
usd-coin,USDC,1.0007289924311387,2024-09-18 23:50:40,usd-coin|2024-09-18 23:50:40
xrp,XRP,0.5847906374717412,2024-09-18 23:50:40,xrp|2024-09-18 23:50:40
steth,Lido Staked ETH,2359.547331034818,2024-09-18 23:50:40,steth|2024-09-18 23:50:40
dogecoin,Dogecoin,0.1030853738007862,2024-09-18 23:50:40,dogecoin|2024-09-18 23:50:40
tron,TRON,0.1496491024231062,2024-09-18 23:50:40,tron|2024-09-18 23:50:40
cardano,Cardano,0.341438487559783,2024-09-18 23:50:40,cardano|2024-09-18 23:50:40
avalanche,Avalanche,24.39806360625206,2024-09-18 23:50:40,avalanche|2024-09-18 23:50:40
wrapped-bitcoin,Wrapped Bitcoin,61191.569461671395,2024-09-18 23:50:40,wrapped-bitcoin|2024-09-18 23:50:40
shiba-inu,Shiba Inu,1.36030174519e-05,2024-09-18 23:50:40,shiba-inu|2024-09-18 23:50:40
chainlink,Chainlink,10.79092219509762,2024-09-18 23:50:40,chainlink|2024-09-18 23:50:40
bitcoin-cash,Bitcoin Cash,318.6987914608914,2024-09-18 23:50:40,bitcoin-cash|2024-09-18 23:50:40
polkadot,Polkadot,4.14712961941738,2024-09-18 23:50:40,polkadot|2024-09-18 23:50:40
multi-collateral-dai,Multi Collateral DAI,1.0013218181574906,2024-09-18 23:50:40,multi-collateral-dai|2024-09-18 23:50:40
unus-sed-leo,UNUS SED LEO,5.682906745782317,2024-09-18 23:50:40,unus-sed-leo|2024-09-18 23:50:40
litecoin,Litecoin,64.6400690212531,2024-09-18 23:50:40,litecoin|2024-09-18 23:50:40
near-protocol,NEAR Protocol,4.2149793341693895,2024-09-18 23:50:40,near-protocol|2024-09-18 23:50:40
